# Law Dome Ice Core 1,800 Year Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/22476 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/law/law2012d18o.txt 
#       Description: NOAA location of the template
#
# Original_Source_URL: https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ant-DSS.Moy.2012.txt
#       Description: PAGES2k 2017 
# 
# Original_Source_URL: https://data.aad.gov.au/metadata/records/LD2012-d18O-Native-age
#       Description:
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Core
#
# Dataset DOI: 
#
# Parameter_Keywords: oxygen isotopes 
#--------------------
# Contribution_Date
#     Date: 2017-05-19
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Law Dome Ice Core 1,800 Year Oxygen Isotope Data
#------------------
# Investigators
#     Investigators: Plummer, C.T.; Curran, M.A.J.; van Ommen, T.D.; Rasmussen, S.O.; Moy, A.D.; Vance, T.R.; Clausen, H.B.; Vinther, B.M.; Mayewski, P.A.
#------------------
# Description_Notes_and_Keywords
#     Description: Annual oxygen isotope (d18O) data from the Law Dome ice core, East Antarctica for 173 - 1995 CE. 
#------------------
# Publication
#     Authors: C.T. Plummer, M.A.J. Curran, T.D. van Ommen, S.O. Rasmussen, A.D. Moy, T.R. Vance, H.B. Clausen, B.M. Vinther, and P.A. Mayewski
#     Published_Date_or_Year: 2012-11-28
#     Published_Title: An independently dated 2000-yr volcanic record from Law Dome, East Antarctica, including a new perspective on the dating of the 1450s CE eruption of Kuwae, Vanuatu 
#     Journal_Name: Climate of the Past
#     Volume: 8
#     Edition: 
#     Issue: 6
#     Pages: 1929-1940
#     Report: 
#     DOI: 10.5194/cp-8-1929-2012
#     Online_Resource: https://www.clim-past.net/8/1929/2012/
#     Full_Citation: 
#     Abstract: Volcanic eruptions are an important cause of natural climate variability. In order to improve the accuracy of climate models, precise dating and magnitude of the climatic effects of past volcanism are necessary. Here we present a 2000-yr record of Southern Hemisphere volcanism recorded in ice cores from the high accumulation Law Dome site, East Antarctica. The ice cores were analysed for a suite of chemistry signals and are independently dated via annual layer counting, with 11 ambiguous years at 23 BCE, which has presently the lowest error of all published long Antarctic ice cores. Independently dated records are important to avoid circular dating where volcanic signatures are assigned a date from some external information rather than using the date it is found in the ice core. Forty-five volcanic events have been identified using the sulphate chemistry of the Law Dome record. The low dating error and comparison with the NGRIP (North Greenland Ice Core Project) volcanic records (on the GICC05 timescale) suggest Law Dome is the most accurately dated Antarctic volcanic dataset, which will improve the dating of individual volcanic events and potentially allow better correlation between ice core records, leading to improvements in global volcanic forcing datasets. One of the most important volcanic events of the last two millennia is the large 1450s CE event, usually assigned to the eruption of Kuwae, Vanuatu. In this study, we review the evidence surrounding the presently accepted date for this event, and make the case that two separate eruptions have caused confusion in the assignment of this event. Volcanic sulphate deposition estimates are important for modelling the climatic response to eruptions. The largest volcanic sulphate events in our record are dated at 1458 CE (Kuwae?, Vanuatu), 1257 and 422 CE (unidentified).
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Law Dome
#     Location: Antarctica
#     Country: 
#     Northernmost_Latitude: -66.77
#     Southernmost_Latitude: -66.77
#     Easternmost_Longitude: 112.807
#     Westernmost_Longitude: 112.807
#     Elevation: 1370 m
#------------------
# Data_Collection
#     Collection_Name: Law2012d18O
#     Earliest_Year: 173 
#     Most_Recent_Year: 1995 
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Chronology:        
#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
## age_CE	age, , , year CE, , , , ,N, 
## d18O	delta 18O, ice, , per mil SMOW, annual, ice core, , isotope ratio mass spectrometry,N, 
#
#------------------
# Data:        
# Data lines follow (have no #) 
# Data line format - tab-delimited text, variable short name as header)  
# Missing_Values: 
#
age_CE	d18O
1214	-22.1809
1213	-23.0467
1212	-21.8167
1211	-23.1956
1210	-21.3686
1209	-22.0293
1208	-22.1908
1207	-23.1636
1206	-22.1411
1205	-23.4162
1204	-20.8744
1203	-21.4895
1202	-20.8594
1201	-22.0708
1200	-21.8681
1199	-23.4335
1198	-22.4089
1197	-21.2009
1196	-21.8608
1195	-22.0032
1194	-23.7709
1193	-23.3656
1192	-21.8463
1191	-22.2808
1190	-22.4655
1189	-22.2205
1188	-22.3028
1187	-22.5566
1186	-21.1734
1185	-21.0359
1184	-22.5176
1183	-22.2337
1182	-21.9781
1181	-22.225
1180	-22.0928
1179	-21.8987
1178	-23.013
1177	-21.7888
1176	-21.407
1175	-21.6425
1174	-21.804
1173	-21.4168
1172	-22.5246
1171	-22.4948
1170	-23.1402
1169	-22.159
1168	-22.6336
1167	-22.9858
1166	-23.1385
1165	-21.854
1164	-22.3845
1163	-23.2979
1162	-21.6074
1161	-21.7511
1160	-21.6602
1159	-22.5488
1158	-21.7934
1157	-23.2319
1156	-22.3316
1155	-22.2601
1154	-21.5274
1153	-21.11
1152	-22.82
1151	-22.1969
1150	-22.0156
1149	-21.9315
1148	-22.4134
1147	-22.38
1146	-22.5393
1145	-21.8969
1144	-21.4924
1143	-20.8051
1142	-22.1427
1141	-21.8422
1140	-21.7185
1139	-21.4642
1138	-21.1594
1137	-22.1947
1136	-23.2557
1135	-22.7782
1134	-22.3234
1133	-21.8172
1132	-22.5099
1131	-21.3185
1130	-21.9645
1129	-22.4353
1128	-20.6762
1127	-23.0945
1126	-22.5189
1125	-22.2962
1124	-21.3858
1123	-22.2188
1122	-22.5312
1121	-24.5127
1120	-22.7184
1119	-22.3113
1118	-21.6653
1117	-22.1595
1116	-21.9404
1115	-22.8088
1114	-21.3113
1113	-22.1911
1112	-23.0788
1111	-21.436
1110	-22.6494
1109	-22.5471
1108	-23.3393
1107	-22.1365
1106	-22.2185
1105	-21.4576
1104	-22.2924
1103	-24.711
1102	-22.932
1101	-22.1613
1100	-22.1915
1099	-22.9685
1098	-21.3938
1097	-22.491
1096	-21.4258
1095	-22.208
1094	-21.0111
1093	-20.8215
1092	-21.7609
1091	-22.0319
1090	-22.0972
1089	-21.4587
1088	-22.3781
1087	-22.422
1086	-21.7035
1085	-21.2287
1084	-21.4866
1083	-20.9161
1082	-21.7941
1081	-23.3389
1080	-22.6241
1079	-22.5014
1078	-20.5696
1077	-21.9653
1076	-22.7425
1075	-21.6326
1074	-22.154
1073	-21.0078
1072	-22.4369
1071	-22.2657
1070	-21.3122
1069	-22.5719
1068	-22.88
1067	-22.4345
1066	-22.2406
1065	-22.2557
1064	-22.2168
1063	-22.9579
1062	-21.6372
1061	-21.86
1060	-21.4534
1059	-22.6721
1058	-21.8241
1057	-21.9052
1056	-20.8695
1055	-21.6671
1054	-21.4739
1053	-21.9049
1052	-21.159
1051	-21.8771
1050	-22.0157
1049	-22.3104
1048	-21.9213
1047	-20.3614
1046	-20.7904
1045	-21.5817
1044	-21.2852
1043	-23.0045
1042	-23.3975
1041	-22.0624
1040	-21.5852
1039	-22.5965
1038	-21.9562
1037	-22.1433
1036	-21.8701
1035	-22.8654
1034	-21.2526
1033	-20.9393
1032	-21.4126
1031	-22.222
1030	-21.7952
1029	-22.078
1028	-22.0826
1027	-20.902
1026	-22.0241
1025	-21.5059
1024	-21.6768
1023	-20.71
1022	-21.7361
1021	-23.2978
1020	-23.1366
1019	-22.3893
1018	-21.1356
1017	-22.3985
1016	-21.8467
1015	-22.1393
1014	-21.1816
1013	-21.2554
1012	-20.7791
1011	-22.1845
1010	-22.6665
1009	-22.9591
1008	-22.6475
1007	-23.2837
1006	-22.6916
1005	-21.3859
1004	-22.6651
1003	-22.386
1002	-22.3889
1001	-21.4757
1000	-21.3818
999	-22.0159
998	-20.3386
997	-22.4246
996	-21.4222
995	-21.7492
994	-21.2248
993	-21.7332
992	-22.8224
991	-21.2007
990	-21.8174
989	-21.7225
988	-22.1236
987	-21.3814
986	-21.6377
985	-22.3308
984	-20.5118
983	-20.7796
982	-22.468
981	-23.2142
980	-21.7032
979	-21.8055
978	-22.0484
977	-22.8982
976	-23.0107
975	-22.1558
974	-22.1264
973	-22.5461
972	-21.4137
971	-21.8046
970	-21.7422
969	-22.4996
968	-22.1808
967	-21.7849
966	-23.0297
965	-24.0266
964	-22.4885
963	-21.2154
962	-22.1702
961	-21.9461
960	-22.319
959	-23.5926
958	-22.4782
957	-22.5543
956	-21.7316
955	-21.7967
954	-21.0368
953	-21.854
952	-22.5145
951	-23.3836
950	-22.3512
949	-21.3211
948	-21.5914
947	-22.3457
946	-22.3528
945	-22.0272
944	-22.7887
943	-23.4593
942	-21.6784
941	-22.4732
940	-22.7867
939	-22.6206
938	-21.5453
937	-21.4779
936	-21.8455
935	-21.773
934	-20.7454
933	-21.794
932	-22.198
931	-22.6369
930	-20.8692
929	-21.3899
928	-21.6515
927	-21.7014
926	-21.0158
925	-21.5095
924	-23.0081
923	-22.6209
922	-20.8382
921	-20.7625
920	-21.6701
919	-21.9309
918	-22.1978
917	-21.7094
916	-22.26
915	-23.8218
914	-22.4427
913	-22.0337
912	-21.9519
911	-21.8442
910	-22.1268
909	-22.1176
908	-23.6693
907	-21.2836
906	-22.8387
905	-22.269
904	-21.7214
903	-22.3519
902	-22.0239
901	-23.3081
900	-22.0048
899	-20.4671
898	-21.215
897	-21.3123
896	-21.247
895	-21.1734
894	-21.4913
893	-21.5451
892	-22.8268
891	-19.7653
890	-24.0491
889	-20.5431
888	-21.9504
887	-22.2214
886	-21.4824
885	-21.955
884	-22.266
883	-22.1005
882	-22.2673
881	-23.3742
880	-22.0871
879	-21.9736
878	-22.1556
877	-21.1087
876	-21.6261
875	-21.6302
874	-21.086
873	-21.5956
872	-22.0655
871	-21.2756
870	-22.9183
869	-21.8962
868	-20.0803
867	-19.9265
866	-21.3618
865	-20.4805
864	-22.4239
863	-22.3882
862	-21.2965
861	-21.0465
860	-21.2074
859	-21.6415
858	-21.7909
857	-21.6533
856	-22.3996
855	-21.7111
854	-22.0964
853	-23.1669
852	-21.3194
851	-21.4024
850	-21.4959
849	-21.8919
848	-22.3408
847	-22.1969
846	-21.9427
845	-21.2296
844	-21.0635
843	-21.8449
842	-22.4291
841	-22.4258
840	-21.4741
839	-23.5318
838	-21.7827
837	-18.8025
836	-22.6005
835	-22.1631
834	-21.3594
833	-20.756
832	-20.7253
831	-21.3398
830	-21.1892
829	-21.8552
828	-22.0608
827	-22.9554
826	-22.637
825	-20.0671
824	-21.4262
823	-22.7309
822	-22.1986
821	-22.6743
820	-22.1389
819	-21.3922
818	-22.3072
817	-22.3669
816	-21.8988
815	-22.8081
814	-21.2428
813	-23.4168
812	-22.2617
811	-20.7663
810	-21.1905
809	-22.1817
808	-20.9577
807	-21.8326
806	-21.7118
805	-22.6356
804	-22.0001
803	-22.0478
802	-21.2259
801	-21.9458
800	-22.1281
799	-21.3209
798	-22.3399
797	-21.3214
796	-21.4172
795	-22.4057
794	-21.0759
793	-21.0711
792	-21.6833
791	-22.2234
790	-22.0444
789	-22.4539
788	-22.3467
787	-21.2579
786	-21.5885
785	-22.3547
784	-21.9645
783	-22.2803
782	-23.0796
781	-22.0892
780	-20.6609
779	-21.0148
778	-22.1112
777	-21.706
776	-20.7035
775	-21.0316
774	-21.907
773	-21.0188
772	-21.93
771	-22.1593
770	-22.2683
769	-22.236
768	-21.3939
767	-22.1732
766	-22.9425
765	-21.5603
764	-21.8066
763	-22.5511
762	-20.7518
761	-21.0991
760	-22.4146
759	-22.5653
758	-22.7579
757	-21.6124
756	-21.8663
755	-21.3156
754	-20.478
753	-22.0228
752	-22.7394
751	-21.4626
750	-21.3456
749	-20.8019
748	-21.0075
747	-21.3206
746	-22.0337
745	-22.5325
744	-21.4536
743	-22.2455
742	-22.1801
741	-21.5417
740	-20.9993
739	-21.7334
738	-22.045
737	-20.4904
736	-22.1842
735	-22.8571
734	-22.7152
733	-22.1148
732	-22.1195
731	-21.62
730	-21.8059
729	-22.6737
728	-22.5056
727	-22.2005
726	-22.3494
725	-22.3761
724	-21.0667
723	-22.2072
722	-22.4608
721	-22.7693
720	-23.8998
719	-22.5206
718	-21.8248
717	-20.5955
716	-20.4083
715	-20.7894
714	-21.3345
713	-21.5039
712	-21.3257
711	-19.6579
710	-22.1147
709	-20.3567
708	-20.8034
707	-22.7173
706	-22.3669
705	-20.97
704	-21.2377
703	-21.9706
702	-21.003
701	-20.9938
700	-21.0209
699	-22.2064
698	-21.3272
697	-21.2581
696	-21.5342
695	-21.8399
694	-22.222
693	-22.9946
692	-21.6098
691	-21.4882
690	-20.9877
689	-21.0461
688	-20.1588
687	-21.5892
686	-22.0046
685	-22.3795
684	-22.8837
683	-23.8947
682	-20.987
681	-20.9476
680	-22.3726
679	-21.3874
678	-23.4661
677	-20.9666
676	-22.1828
675	-22.3597
674	-22.0724
673	-21.9609
672	-22.4456
671	-22.7932
670	-22.5535
669	-22.1975
668	-23.2619
667	-22.1249
666	-22.2887
665	-21.6387
664	-21.4516
663	-21.513
662	-21.2598
661	-21.8564
660	-21.5982
659	-22.8379
658	-23.0774
657	-22.6328
656	-22.6419
655	-21.5104
654	-21.179
653	-21.5876
652	-22.3716
651	-23.197
650	-22.3617
649	-23.2424
648	-21.9531
647	-20.9356
646	-21.3389
645	-22.6991
644	-21.6439
643	-20.5267
642	-22.4609
641	-22.3487
640	-21.697
639	-22.8167
638	-21.824
637	-21.7865
636	-20.5988
635	-22.9537
634	-23.5682
633	-22.1721
632	-21.7521
631	-22.5012
630	-22.3313
629	-21.4603
628	-21.4018
627	-21.4625
626	-22.154
625	-21.4942
624	-22.2619
623	-22.1368
622	-23.6121
621	-21.6958
620	-23.2958
619	-23.1051
618	-20.904
617	-20.7292
616	-22.0542
615	-22.9218
614	-21.5402
613	-22.777
612	-23.1274
611	-22.6858
610	-22.5791
609	-22.0722
608	-21.1059
607	-21.9431
606	-22.3903
605	-20.8452
604	-22.5655
603	-22.9635
602	-22.8524
601	-20.6455
600	-21.8573
599	-23.4181
598	-22.7931
597	-21.5943
596	-21.3415
595	-20.865
594	-21.9676
593	-22.912
592	-21.3533
591	-22.6235
590	-20.5763
589	-21.3435
588	-21.5069
587	-22.0918
586	-22.3731
585	-20.7864
584	-21.0955
583	-23.7023
582	-23.2966
581	-21.6613
580	-22.5062
579	-22.2711
578	-22.1901
577	-22.412
576	-21.0583
575	-21.8869
574	-22.1241
573	-21.0086
572	-21.7726
571	-21.1135
570	-21.6025
569	-23.1561
568	-23.7366
567	-23.3761
566	-23.6055
565	-22.456
564	-22.6711
563	-21.0031
562	-21.8798
561	-23.5548
560	-21.3157
559	-20.8983
558	-21.4242
557	-22.231
556	-20.1591
555	-22.6085
554	-22.7295
553	-19.8714
552	-21.6384
551	-21.2971
550	-21.8703
549	-22.027
548	-21.4215
547	-21.9477
546	-22.1956
545	-20.8346
544	-21.5418
543	-21.4738
542	-22.8064
541	-21.2607
540	-20.7816
539	-22.4353
538	-21.6924
537	-21.4457
536	-21.952
535	-21.6852
534	-23.018
533	-22.4463
532	-22.7713
531	-21.9985
530	-21.5531
529	-21.4886
528	-23.6481
527	-23.8303
526	-21.4143
525	-21.4679
524	-23.9975
523	-21.8776
522	-22.2897
521	-21.595
520	-21.9367
519	-21.8613
518	-22.4164
517	-22.2893
516	-21.2483
515	-21.823
514	-22.7581
513	-22.7834
512	-22.1955
511	-22.1427
510	-21.9475
509	-21.316
508	-22.2682
507	-21.9166
506	-22.5941
505	-21.244
504	-22.0503
503	-22.412
502	-22.398
501	-21.0376
500	-21.791
499	-21.8242
498	-22.2348
497	-21.2769
496	-20.4252
495	-23.4558
494	-22.2311
493	-22.6941
492	-21.5782
491	-21.4571
490	-20.7965
489	-22.4347
488	-21.6368
487	-22.1765
486	-21.7355
485	-22.0646
484	-21.0237
483	-21.1004
482	-20.8468
481	-22.1432
480	-22.3517
479	-21.3998
478	-21.7445
477	-22.6437
476	-22.4702
475	-22.1495
474	-21.9963
473	-22.0934
472	-21.9015
471	-22.3689
470	-23.1221
469	-22.2076
468	-21.8809
467	-21.8822
466	-22.1452
465	-22.1368
464	-21.5463
463	-21.6864
462	-22.777
461	-22.1004
460	-22.1778
459	-22.4261
458	-21.7246
457	-21.9817
456	-24.004
455	-22.8563
454	-22.5276
453	-22.0205
452	-20.5627
451	-22.0861
450	-21.5021
449	-21.7111
448	-21.6971
447	-21.8383
446	-22.7164
445	-22.1843
444	-21.4643
443	-20.8527
442	-22.5144
441	-21.5815
440	-21.5952
439	-23.0336
438	-22.9936
437	-21.4636
436	-21.4784
435	-21.6092
434	-23.1175
433	-22.9819
432	-22.6574
431	-21.3089
430	-21.5514
429	-22.0127
428	-22.0185
427	-22.0282
426	-23.3598
425	-22.2959
424	-21.1317
423	-22.5368
422	-21.7254
421	-22.0331
420	-22.0846
419	-21.7373
418	-21.532
417	-21.8961
416	-22.1952
415	-21.3692
414	-21.5705
413	-20.8876
412	-21.6922
411	-22.101
410	-21.0559
409	-24.1305
408	-21.7094
407	-22.6238
406	-23.2138
405	-22.5141
404	-20.999
403	-21.0821
402	-23.3897
401	-23.4292
400	-23.3837
399	-21.659
398	-22.1845
397	-22.7736
396	-21.5191
395	-22.2996
394	-21.811
393	-20.9494
392	-22.3604
391	-21.9962
390	-21.6289
389	-20.4241
388	-20.8499
387	-21.412
386	-21.0959
385	-22.3291
384	-21.9938
383	-22.591
382	-23.568
381	-22.0892
380	-22.5124
379	-23.3283
378	-22.5604
377	-22.5465
376	-22.4775
375	-21.7783
374	-22.2539
373	-21.723
372	-21.8985
371	-21.6867
370	-21.8671
369	-21.6811
368	-20.4684
367	-22.1225
366	-21.5676
365	-22.6024
364	-21.4171
363	-21.1478
362	-21.0814
361	-21.3628
360	-22.2924
359	-21.674
358	-22.3317
357	-22.6939
356	-21.7788
355	-21.8822
354	-20.8655
353	-22.7159
352	-21.7705
351	-22.6969
350	-23.1598
349	-21.6379
348	-21.1126
347	-21.8375
346	-22.749
345	-20.9609
344	-22.4659
343	-22.0578
342	-22.8645
341	-22.324
340	-22.8905
339	-22.0672
338	-22.4091
337	-21.7235
336	-21.3464
335	-20.9803
334	-21.5813
333	-23.4649
332	-21.5617
331	-22.8659
330	-21.8826
329	-21.2802
328	-20.6725
327	-21.6048
326	-21.2655
325	-22.1084
324	-22.5804
323	-21.8009
322	-22.0111
321	-22.1195
320	-22.4639
319	-22.9264
318	-22.1292
317	-21.1902
316	-21.8097
315	-22.4059
314	-23.0075
313	-22.2144
312	-21.8127
311	-21.5575
310	-21.7995
309	-21.5314
308	-21.7056
307	-23.8098
306	-24.213
305	-23.0393
304	-20.8838
303	-22.3529
302	-21.6283
301	-21.5271
300	-21.601
299	-22.0051
298	-21.3177
297	-22.397
296	-22.0026
295	-22.0764
294	-20.9265
293	-21.7384
292	-22.41
291	-22.2658
290	-20.9249
289	-22.1745
288	-23.4186
287	-22.3859
286	-23.6127
285	-23.0693
284	-22.0493
283	-22.1077
282	-22.0418
281	-23.2001
280	-22.7095
279	-21.5344
278	-21.0078
277	-21.4344
276	-22.3737
275	-22.4026
274	-24.039
273	-22.3785
272	-22.6797
271	-22.5414
270	-22.1054
269	-21.5375
268	-22.6786
267	-22.9978
266	-23.3145
265	-21.9523
264	-22.2363
263	-21.7309
262	-21.6011
261	-21.3733
260	-22.4855
259	-22.4255
258	-20.5838
257	-21.595
256	-22.6224
255	-22.9367
254	-22.6004
253	-21.8089
252	-22.3601
251	-22.4249
250	-22.2833
249	-21.3737
248	-21.3414
247	-21.2373
246	-20.974
245	-21.901
244	-21.7852
243	-22.4331
242	-22.7531
241	-22.6072
240	-22.5376
239	-21.6217
238	-22.5875
237	-22.1157
236	-23.3466
235	-23.2525
234	-23.3506
233	-22.2759
232	-21.4768
231	-23.4244
230	-21.9771
229	-21.6234
228	-21.7332
227	-22.4275
226	-21.6397
225	-22.7767
224	-21.4293
223	-22.6851
222	-22.0356
221	-23.009
220	-22.2085
219	-23.3444
218	-22.289
217	-23.3804
216	-21.8103
215	-21.3681
214	-20.8517
213	-21.7015
212	-21.8969
211	-23.4352
210	-22.8235
209	-22.3184
208	-22.9797
207	-22.2408
206	-21.5707
205	-21.5221
204	-22.1882
203	-21.0767
202	-21.2913
201	-21.4672
200	-20.8864
199	-22.1354
198	-22.0912
197	-21.9606
196	-22.5528
195	-23.2099
194	-22.8822
193	-21.9564
192	-22.5939
191	-22.0912
190	-22.5821
189	-22.2265
188	-22.6234
187	-22.0504
186	-22.8845
185	-22.2899
184	-22.006
183	-20.6845
182	-20.3104
181	-21.2045
180	-20.7774
179	-22.6154
178	-22.405
177	-22.5961
176	-22.5868
175	-21.8451
174	-22.8067
173	-23.1218
